GeneName,sampleA,sampleB,sampleC,sampleD,sampleE,sampleF,sampleG,sampleH
AK043736,6.4555127276,6.7979225193,6.5230204171,6.1707029856,6.2862427002,6.3968121811,6.3957489566,6.4162695277
Tgif2lx1,7.7124660444,7.5880535686,7.7325294076,7.7063884299,7.573797076,7.4466639151,8.0137370479,7.776839072
Usp53,7.5372355258,7.272726871,7.2572188923,7.3603851114,7.2902398593,7.240165749,7.2237878195,6.8306519382
Ddx58,9.4818111866,9.7817752422,10.3000412112,9.5013662661,10.8408094775,10.9011599632,8.9438968771,10.8088984874
Satb2,7.0059246721,6.8838942946,6.7991536345,6.8663942868,6.6892798794,6.6557329891,6.6741511454,6.7619215563
Meiob,6.5095752872,6.6615568075,6.6531519891,6.5869759579,6.7581794583,6.5711755964,6.5386140823,6.6612358364
Spc25,9.8838408217,9.5245237379,11.0211644179,10.8478632634,11.1371070287,11.1150002548,10.8780941163,11.2875983212
AK087429,5.9820304203,6.0464932915,5.86311157,5.9783013308,6.021162843,6.1397748665,6.0490342844,5.9179569942
Nkx6-3,6.4378650211,6.1282408544,6.3832042913,6.0590543581,6.3156915603,6.9891025483,6.1353070335,6.405094824
chr6:100514596-100520846_R,6.5164149103,6.9332947074,6.8306936581,6.7751220883,6.8057194456,6.6913053355,6.6908299942,6.4851498042
Accs,6.7701903471,6.5562228196,6.7026368745,7.0854302084,6.8349916674,7.0511058748,6.730166078,6.8264402786
Lrig1,11.2239291648,11.0076981073,9.8557917183,11.3447064716,10.7598577771,10.3788894247,11.222957546,9.1604040638
Gbp11,11.3980305679,11.973024733,11.3184154948,10.9281832891,11.1473712377,11.2569239934,10.372395898,13.219231093
Gm26555,6.3159902505,6.4866542854,6.3791268292,6.1681498575,6.0564810314,6.2101305833,6.1069347422,6.0784603282
Nrtn,9.8557917183,9.8943057445,9.9863566085,10.772082889,10.5549442781,10.101708422,10.8529861926,9.9544611497
Sf3b3,14.3643145879,14.2762493891,14.5819848617,14.4064528946,14.2253792536,14.5280255283,14.5600405273,14.8237528302
Zfp236,9.7310574648,9.6643827121,8.9314155653,9.7589251587,9.3789593751,8.8167166342,9.3560604745,9.3703988832
Med17,10.6736998855,10.6839609595,10.7575745397,10.2078865175,10.1503621969,10.6187516621,10.713373079,10.3955154433
Efcab13,6.3424398967,6.4929370374,6.3446203524,6.5094221864,6.3066121739,6.368830866,6.3979180806,6.8870777665
Ormdl3,13.8355765367,14.8861873902,13.0305632885,13.7394546257,13.6776828507,12.9549702684,12.8991602523,13.0510397059
Gm38483,6.055960511,6.1099674612,6.1497652347,6.0007285253,6.3339031892,6.2204045744,6.0962801965,6.1934916782
7530416G11Rik,5.999496371,5.8772506294,6.0086048708,6.0154618797,5.9848696239,5.9807000613,6.1342096701,5.9658488301
Txlng,9.3112043898,9.5723997008,9.1096161979,9.3989451105,9.2235680491,9.1091858756,8.9407189301,8.8440423145
AK077043,6.7937222097,6.8577562278,6.8209190783,6.8516175039,6.8400631407,6.8083425306,6.87737742,6.8804070527
Fam126a,6.2546170125,6.2334632427,6.1014503016,6.1621527841,6.2189241708,6.1218905561,6.3298508661,6.209396189
Coro7,13.7678034768,13.6615591115,13.241048755,13.4370312486,13.1093418681,12.965911931,13.245706112,14.5600405273
Ehd3,7.8490314851,7.8676693166,9.210896875,8.6038425993,9.0529674689,9.1730040264,9.8235569185,10.3952287161
Gm21951,6.3106890457,6.3776698893,6.2405156469,6.2860648424,6.1734185598,6.1404632471,6.2156792693,6.145810203
LOC102637942,6.720971478,7.351679807,6.6132320708,7.3684331929,7.3012461797,6.7260693808,6.7023029403,7.7065775342
Usp6nl,8.7742187235,8.2643094679,8.168823267,8.5014539156,8.0736516911,8.1817325265,8.6863268508,8.1801293336
Gm33429,6.3080745141,6.1944748789,6.2145189914,6.1820815267,6.0802161564,6.0734112155,6.3523211336,6.6445021218
4930543D07Rik,6.1139418098,6.5397465478,6.2469266284,6.0156892457,5.9489892294,6.125040916,6.1976727569,6.2026070303
chr8:129336539-129400338_R,9.2604928065,9.3419412684,8.461059516,11.1348263819,10.308828379,8.6846429823,8.5106086905,7.839153923
6330415B21Rik,5.9162262899,6.0594670034,5.9474560885,5.8368562898,5.808214245,5.863808253,5.9060008545,6.0183373853
Cog6,8.3572730168,8.1503574444,8.1557102952,8.1412580126,8.1648843423,7.9366402602,8.1859636958,8.0743680192
4930529I22Rik,6.7752482079,6.5462137707,7.1794064522,6.7839630844,6.7452323131,7.2986215118,6.8936222711,7.2155610974
Ciapin1,12.4211917444,12.3986579855,13.2063292198,12.8483188446,13.156711994,13.461200958,13.1028190076,12.4957976195
A330070K13Rik,6.156003248,6.1136757474,6.1350413955,6.3576421439,6.2101305833,6.0965017523,6.2194091436,6.0562701176
C79296,6.2231055476,6.2358839771,6.3055386252,6.3113473723,6.0413478265,6.0329240972,6.265194059,6.2368770385
Olfr455,6.774239541,6.446424349,6.6097381939,6.5079117467,6.286484496,6.5529457046,6.5639651683,6.7312759018
Fut10,6.2639878786,6.3141998225,6.7870022667,6.3557635884,6.5874018658,6.9150049287,6.7095855357,6.5314695536
Mia3,7.4846700277,7.243989919,7.5312830289,7.5101035258,7.3534497093,7.5977030729,7.5402484556,7.3723331951
Arhgef7,6.7979897846,6.4330938384,6.6682704466,6.6304907868,6.5543387563,6.6044912045,6.5558448984,6.5345298883
Rmnd5b,10.1532947665,10.1266938522,10.690001429,10.3907723912,10.3279710448,10.4357458103,10.2061214961,10.5197911897
Gm20635,6.5135831125,6.570771677,6.5435609818,6.473081261,6.4586094114,6.4594248446,6.5233431936,6.5518195929
Pitpnm3,5.9635939176,6.1356966731,6.0400990052,6.1068078227,6.1460417527,6.2496730015,6.0676519045,5.9793456176
F830002L21Rik,6.2435299287,6.2394182305,6.273668479,6.1653215738,6.1996087083,6.3016162028,6.4252524128,6.1830758586
D14Ertd670e,6.8126689116,6.6105519752,7.0086727566,6.9336326804,6.9964503631,6.975463829,6.8478756672,6.8919927683
Sec61a1,14.2512440968,14.6523917944,14.7145998075,15.2078732207,14.7521772835,14.6381511116,14.7355618511,14.4712339599
Cyp2c55,6.8096168052,6.8407340327,6.9602037651,6.7200209228,6.6603673902,6.8801965806,6.9104820824,6.7029123508
Acsf2,12.3768237364,12.430933511,12.3145282466,12.3408639095,12.2911879185,12.0694312392,12.4399604069,12.5088510768
Trappc10,6.212470317,6.2364638158,6.4124258839,6.212470317,6.2330096815,6.2975207897,6.2777926952,6.2564977541
Casp7,7.9861742536,7.7781185909,9.1496486203,8.8884569714,9.2307789573,9.4984491876,8.7462103765,9.0477667264
Irak2,9.681323713,9.4859272225,9.6455634522,9.667455912,10.0561135812,9.4189615488,9.401704554,9.1763804034
Gfra3,6.7386181066,6.6452210506,6.7432000515,6.6007320048,6.6516556392,6.6056070311,6.6563000617,6.6981201738
AK034106,6.381134707,6.3218578011,6.4018466163,6.2600585905,6.354715936,6.3617029414,6.3022994191,6.3478714309
H2-Ab1,12.7880738552,13.3272317119,11.0654191753,11.8019688158,12.3288731979,10.9622229649,11.7228553438,10.4371618025
AK132421,9.1979637475,9.4205409038,8.8696391866,8.8526978795,9.1256239189,8.8027048205,9.0138255124,9.0207903468
Tubg1,11.4955401163,11.0597733286,12.7603361876,11.3163364817,11.9319021371,12.7256143984,12.4408419071,12.3512128768
A_55_P2528897,6.0613862149,6.0422223028,6.1876213948,6.1049146232,5.9211308489,6.0229411052,6.2468338829,6.1998351857
Fggy,6.1807504814,6.2495287882,6.0988089343,6.2278914757,6.2221257612,6.1728788086,6.1072757797,6.2490233001
4930444F02Rik,6.3716021852,6.3550370561,6.5993074336,6.2665637933,6.1447230989,6.2273066802,6.2127091782,6.1943854694
B930025P03Rik,6.2767039613,6.3245415813,6.2377869697,6.326058098,6.2355985067,6.2164549812,6.4013292716,6.3333658166
Glis3,6.2493320995,6.3598580958,6.2374878862,6.2030845881,6.2442149019,6.1596851035,6.22975719,6.1511071272
Ctnnd1,6.4723928708,6.2821225205,6.2880864638,6.0758586025,6.2304813152,6.3331381161,6.1854927905,6.1896954127
Eftud2,9.2783150021,9.7033181845,9.3719737086,9.0506850121,9.1291535128,9.1180717269,9.4276606548,9.4727920913
Smoc2,6.0939004981,6.0940588747,6.1035782637,5.9615783989,6.2420871573,6.1583716968,6.2251424455,6.0213965504
Cenpk,9.4767237225,9.2830647719,10.0599423064,10.0840545643,9.9724158765,10.4284097236,9.9443724362,10.158765363
4930592A05Rik,6.3616157533,6.3786647354,6.493110404,6.3007799179,6.3980524329,6.5587783531,6.432484934,6.3163892208
Clcn7,6.3326491513,6.1889743102,6.2619509573,6.2947627206,6.0660064032,5.8240620273,6.2637658094,6.1567078191
Fbxo17,8.3072476603,8.3703865119,9.0373826801,8.0119966888,9.1197057029,9.112111475,8.5414526249,9.8786042303
Ugcg,7.5697478605,7.8248245,7.5813522849,7.7702398992,7.6820760336,7.6096616941,7.5627038679,7.9826807656
Dnajb4,8.9029654237,9.4818111866,8.5455511864,7.1942706391,7.3799086139,8.3196172444,7.8747499567,7.7286133352
1600014K23Rik,6.5221579589,6.3338499824,6.4559979054,6.3531080783,6.4521495801,6.4300161287,6.4982749903,6.4549745769
Ube2e2,7.0099197577,7.3566886615,7.3446808963,6.6416835892,6.8928736395,6.9798067422,6.9411611116,7.2902398593
chrX:130753294-130753673_R,5.9560112052,5.9896833491,6.0540487109,5.9810437069,6.4004899581,6.1038161264,5.9896344034,6.0441456171
chr16:40467818-40468474_F,6.4066400704,6.4667634409,6.1641215256,6.0516120887,6.26483733,6.2457854752,6.2935821251,6.3765553778
1110020A21Rik,7.4463528181,7.5255234815,7.3290099715,7.6709900605,7.6417896738,7.4960345224,7.4969017277,7.2982593146
Etohi1,7.0893399024,6.8694225259,6.7794628195,6.8806532942,7.09680772,6.8303467032,7.1471764793,6.8661829975
Klra8,6.9602037651,6.6317478136,7.1265315239,6.5788684918,6.5171074676,7.1637700932,7.7927478704,9.1926446133
Gm4890,6.8540298916,7.3543419485,7.1483126958,7.7694998929,7.8494590181,7.0457211306,7.1424792886,7.4553037682
Irak2,11.8542059494,12.3002823156,12.1734578154,12.241332077,12.4012509312,11.8063377185,11.8687276083,11.9165859338
St6gal1,6.8417544372,6.8104277919,6.3013334842,6.3542085329,6.5901586214,6.3800908456,6.6361417166,6.5128743217
Gm13889,8.4625265199,7.6479395526,7.3310255324,7.86207048,8.1054112627,7.5933498531,9.206967954,7.6237638092
Miat,6.3890972487,6.8072758219,6.3733123693,7.0934205031,7.3259459887,6.5594976024,6.2444911904,6.2952989763
Gm19327,13.9850333082,13.9356490405,13.171711249,13.7916551439,13.3869483535,13.0100819315,13.4045591047,13.4835955537
Atp6v0e,9.7847782287,9.8519231945,9.0688695447,9.1498804323,9.2084854723,8.7955578176,9.0652441879,9.1280779754
Rasl10a,6.6580743222,6.6402991201,6.7466708198,7.6782581476,7.9485290128,7.3036213166,6.7462718357,6.2605048522
TC1654900,9.6617553591,10.0328771538,10.7272364732,9.4541347557,9.5024015988,10.5459191934,10.0645003393,10.4005113913
Serf2,15.3264097771,15.2823106805,15.2275853201,15.4403580297,15.5327556311,15.1566853493,15.3708053568,15.8545493302
Grcc10,13.8171530773,14.315971157,13.3393962553,14.3522603249,14.3745301277,13.1906598487,13.5728219397,14.0817792293
Rgs13,6.5278927537,6.6139714564,6.7722656598,6.4828389705,6.8374366303,6.5667166733,6.4189599426,6.7964622968
Gm33255,6.8306102183,6.944347806,6.5765713326,6.5420214049,6.8023072686,6.5143803973,6.6961718016,6.985815606
Clec11a,6.672007048,7.1766473174,6.8718545607,7.332029307,7.4349491187,7.3949023122,6.9042834541,7.1561933914
chr6:30983012-31009987_R,6.2794935983,6.3799905218,6.5635599467,6.2485498589,6.417006576,6.3097997339,6.2433315675,6.1668321255
D3Ertd711e,6.2382288104,6.0764627124,6.1550464395,6.2293653761,6.1394129319,6.1067109744,6.1306614518,6.1472343657
Zfp688,11.6426900146,11.8451854031,11.0766565102,12.0041107311,11.7437800833,11.0908618684,11.4232516595,11.6477078432
AK087420,6.5039727835,6.5704342981,6.5725679776,6.3077400299,6.2213771322,6.2413510825,6.4002205046,6.4754569379
Snx16,8.1844146365,8.5030400239,9.0382127362,8.8273288275,9.3222462798,9.255071577,8.4583339279,8.0959927324
Pik3cb,7.5120584635,7.3687486492,8.143955789,7.6184488128,7.8476628622,8.2668339409,8.1253154427,8.1037163246
chr3:107608348-107636457_F,8.2500922588,8.5254595621,9.0453681874,8.8514489026,9.1422803698,9.1165457055,9.2374185935,9.3841606228
Esd,14.1678519569,14.2154927853,14.1437165138,14.5636806525,14.4755481521,14.3197030675,14.031341624,13.8454890386
